pathway	pval	padj	ES	NES	collection	label	dataset	contrast	tissue	sex
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	0.577102803738318	0.88073019255815	0.220611507985151	0.937381868652256	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.130590339892665	0.546955155851349	-0.311018546465535	-1.25357143826065	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.0112642204904462	0.146873732109194	-0.470403036102002	-1.65343376465404	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA	0.434456928838951	0.810862138297621	-0.362962853686598	-1.0348554202812	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.553505535055351	0.868735697940503	-0.27525482164351	-0.928633772643554	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	4.27787554733424e-05	0.00306784789251684	0.528604237768248	2.03894649745912	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE	0.895522388059702	0.993906019233814	-0.225543385044402	-0.676177710092736	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.739602169981917	0.953222822415718	-0.256100502108115	-0.80712322909067	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	0.133479212253829	0.547855505838699	0.440131289966569	1.35994909601198	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.322695035460993	0.713625144499641	-0.276308550064241	-1.08074122914772	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	0.352941176470588	0.735922009858716	-0.264692621163253	-1.05756970814664	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ACTIVATION_OF_SMO	0.118161925601751	0.529618630822132	0.444510816794974	1.37348127081306	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.249560632688928	0.655913285915402	-0.287820824808637	-1.15003122973367	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.0149061536662435	0.180310581697693	-0.475236544065752	-1.61664282210835	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.192743764172336	0.593510531155581	0.31076269142499	1.19240537820736	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ADIPOGENESIS	0.449180327868852	0.819358861502347	-0.225591394338845	-0.986813883110534	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	0.713768115942029	0.947761344373358	-0.243039638624154	-0.836499088072309	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	0.78373382624769	0.958313853825775	-0.247074623459095	-0.768626680630663	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	0.287292817679558	0.685135365677616	-0.387716559041864	-1.12589571818749	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	0.365671641791045	0.747727756330364	-0.357537655388993	-1.07189573768817	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	1.94639917949733e-11	1.95418477621532e-08	-0.445767452149604	-2.21025125534575	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_AGGREPHAGY	0.984444444444444	1	0.165489314098602	0.592697864120546	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_AMINO_ACIDS_REGULATE_MTORC1	0.567137809187279	0.878540584755274	-0.240599994956578	-0.927850276721808	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.00081526573432492	0.0303158073060081	0.601930266641369	1.99846916695974	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_AMYLOID_FIBER_FORMATION	0.0758620689655172	0.456080941565146	0.327090315947813	1.33717778832697	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	0.0185145588233341	0.204084378945234	-0.329024453616446	-1.43117783774134	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.992727272727273	1	-0.153262228515989	-0.522166704985432	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.792727272727273	0.958313853825775	-0.228353203914059	-0.77800278134564	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.334426229508197	0.72462909146528	-0.24096121095949	-1.05404671557991	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.0247177375927213	0.236348652791354	-0.264565680685821	-1.33322844529331	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION	0.929368029739777	1	-0.207817149498393	-0.633884849894161	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ANTIMICROBIAL_PEPTIDES	0.934900542495479	1	-0.196838917203456	-0.620355138534225	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.1669341894061	0.580884916366873	-0.259407553004514	-1.18513494730029	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	0.891156462585034	0.993906019233814	0.181409070306597	0.758471400597217	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.604735883424408	0.898158028044535	-0.268701142283005	-0.893233807220016	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.579136690647482	0.88073019255815	-0.275853408814556	-0.90369261562872	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.215929203539823	0.616572136123981	-0.292336266517676	-1.17249273934218	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	0.0875656742556918	0.489421088633272	-0.317881405730213	-1.32987281181583	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_APOPTOSIS	0.757433489827856	0.956557514197695	-0.185926273424304	-0.872732621459096	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.211363636363636	0.613645408888468	0.325907623609297	1.18452210709235	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.612529002320186	0.903688045035245	0.236110178881475	0.927714076908415	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	0.542918454935622	0.866597978943346	0.290756789367232	0.921672002415975	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.813167259786477	0.96467312679132	-0.222260774812701	-0.784977675370834	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ARACHIDONATE_METABOLISM	0.444444444444444	0.817256817256817	0.263801171350658	1.01221267602469	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.819969742813918	0.967390859912073	-0.171339435160779	-0.867995422038489	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ASPIRIN_ADME	0.00061787488470805	0.0274930572972497	-0.568869777222304	-1.93814783990941	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	0.547134935304991	0.868735697940503	-0.303626101066528	-0.944553183764064	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	0.280669144981413	0.681472054300562	-0.376296299027798	-1.1477807466838	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	0.728735632183908	0.95025638568074	0.220498774821343	0.846760664762244	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	0.814814814814815	0.96467312679132	0.2412840467367	0.731411095911546	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	0.0609981515711645	0.424890282131661	-0.477895280746052	-1.4866887508976	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.199288256227758	0.601587502995954	-0.346185938376763	-1.22265493487127	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	0.780918727915194	0.958313853825775	-0.211644544273909	-0.813049395528243	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	0.557347670250896	0.871615359707009	-0.279339040922937	-0.923988451812816	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ATP_DEPENDENT_CHROMATIN_REMODELERS	0.341356673960613	0.730021471793871	0.306383288474584	1.0655211266893	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ATTACHMENT_AND_ENTRY	0.113289760348584	0.517013269954446	0.459756496558764	1.3936727585121	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_ATTENUATION_PHASE	0.879120879120879	0.986186997360182	-0.213767510370355	-0.68101598770001	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	0.253968253968254	0.663338716781677	-0.305407787454934	-1.13234366859326	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_AURKA_ACTIVATION_BY_TPX2	0.0239636333915607	0.233209269083029	-0.360688245075303	-1.50013096821213	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_AUTOPHAGY	0.317891373801917	0.713285779676534	-0.229823397592289	-1.06140359072657	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_AZATHIOPRINE_ADME	0.713665943600868	0.947761344373358	0.253065790155212	0.824318666001784	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.276169265033408	0.681472054300562	0.350602648698006	1.156292551537	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BACTERIAL_INFECTION_PATHWAYS	0.789473684210526	0.958313853825775	0.201186766169263	0.830624468229978	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BASE_EXCISION_REPAIR	0.213793103448276	0.615142231947484	0.283228220503527	1.14673657643774	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	0.275784753363229	0.681472054300562	0.339190121632118	1.1409262685774	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BASIGIN_INTERACTIONS	0.465665236051502	0.820224380694225	0.309958915264477	0.982540957066606	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	0.0160970862743908	0.185764076086073	-0.536498327904438	-1.69082160814027	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	0.649350649350649	0.920830581847531	0.19352327132994	0.913742193603629	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	0.320441988950276	0.713285779676534	-0.381466299776914	-1.10774549999366	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.0454545454545455	0.353770260747005	-0.414060908716315	-1.47122256298804	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	0.829213483146067	0.971241014455519	0.204198514976227	0.777487795599067	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BIOLOGICAL_OXIDATIONS	0.173106646058733	0.582218839476641	-0.244455397045442	-1.15981715447616	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	0.776523702031603	0.958313853825775	0.193476117604747	0.840426362362324	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	0.393501805054152	0.77618037774925	-0.322827656285302	-1.04864025143903	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	0.0499075785582255	0.368435359356312	-0.48640423940499	-1.51315934734364	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION	0.776146788990826	0.958313853825775	-0.233359583681457	-0.782690445560839	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA	0.430939226519337	0.808965418515716	-0.351459454938695	-1.02060818967822	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION	0.405643738977072	0.784375	-0.274103549020896	-1.01627866420581	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CA2_PATHWAY	0.735632183908046	0.952457488492411	0.212232437463305	0.846384092194204	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	0.792494481236203	0.958313853825775	0.229235895264459	0.789547304985335	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	0.304054054054054	0.705841237331253	0.325589057120629	1.10282916107427	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CARDIAC_CONDUCTION	0.816326530612245	0.96467312679132	0.194463221433959	0.813050812048057	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CARDIOGENESIS	0.0203714663187189	0.208703593714222	0.539361880756914	1.63498279158016	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CARGO_CONCENTRATION_IN_THE_ER	0.321100917431193	0.713285779676534	-0.327220996643512	-1.09750259072014	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.761083743842365	0.956863475405526	0.188569621625415	0.852620345052271	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	0.141856392294221	0.549534756431308	-0.33675875167423	-1.26563288992661	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	0.229910714285714	0.627256405279503	0.359434574922706	1.19777585012935	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CA_DEPENDENT_EVENTS	0.994515539305302	1	-0.14947261555471	-0.508470642789729	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CD209_DC_SIGN_SIGNALING	0.465665236051502	0.820224380694225	0.309549251146375	0.981242359882098	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.737614678899083	0.952833752568391	-0.241144922855969	-0.808802553284081	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CDC42_GTPASE_CYCLE	1.45429340366126e-06	0.000286188814101014	0.404762233095615	1.98511691996089	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	0.147627416520211	0.55676418144745	-0.311978978881162	-1.24655875394806	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI	0.447236180904523	0.819358861502347	0.221839293854292	1.01009584837211	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	0.0940819423368741	0.489421088633272	-0.255939775476098	-1.24347697807321	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	0.672185430463576	0.930237628079355	-0.205055443945616	-0.888693358112365	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA	0.23725834797891	0.636323091007253	-0.290726674215186	-1.16164198642112	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELLULAR_RESPONSE_TO_STARVATION	0.998412698412698	1	-0.137480675187572	-0.639168405614356	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELLULAR_SENESCENCE	0.81029810298103	0.963909117764163	0.175794363714652	0.855526020060041	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELL_CELL_COMMUNICATION	0.218421052631579	0.61947665774606	0.244121115122666	1.14360347403563	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.0778032036613272	0.464966764737932	0.318612174341745	1.31542980148881	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELL_CYCLE_CHECKPOINTS	4.87739766559509e-06	0.000699558179465353	-0.362749559687348	-1.79445932553953	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELL_CYCLE_MITOTIC	1.63653149464151e-06	0.000286188814101014	-0.309098305586518	-1.65867745684642	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.000357671498981038	0.0189001149987875	0.414655179670613	1.80659494516471	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	0.170678336980306	0.580884916366873	0.414130670990335	1.27961052641115	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELL_JUNCTION_ORGANIZATION	0.0193549427687424	0.206727261061887	0.319373077578201	1.4356841327254	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.626903553299492	0.90797057020233	0.200142439056267	0.924408191565899	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	0.537174721189591	0.864961158810817	-0.310094299113101	-0.945851094198863	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.0506329113924051	0.37099360271725	-0.419558762968898	-1.45685412632915	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CHOLESTEROL_BIOSYNTHESIS	4.38833191074792e-08	2.20294261919546e-05	0.733186134084246	2.52528137249622	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.47276688453159	0.823933613007931	0.324534634254836	0.98377093600643	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.187793427230047	0.591853937226945	0.310657775033803	1.20519965370638	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	0.907578558225508	0.993906019233814	-0.212347773234105	-0.660594608200485	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CHROMATIN_ORGANIZATION	0.0167481410893819	0.189215932108359	0.251173065106228	1.31289372691414	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CHROMOSOME_MAINTENANCE	0.498344370860927	0.84231944165719	-0.221550178279849	-0.960916791580091	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CILIUM_ASSEMBLY	0.00829001953571852	0.132113962124784	-0.305306232046503	-1.46515017743825	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CIRCADIAN_CLOCK	0.25796178343949	0.663338716781677	-0.250854727369749	-1.11785375478076	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	0.000787157740350449	0.0303158073060081	-0.538181327379535	-1.89166971703537	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	0.9	0.993906019233814	-0.175459041862231	-0.783879243388389	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.119718309859155	0.532297400206287	0.330329749461371	1.28151725678341	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.032217083633792	0.2837364207748	-0.248630718125931	-1.29633077200481	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT	0.00186664902746938	0.0493188321994541	-0.601538478428354	-1.83481550499791	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.576530612244898	0.88073019255815	0.195711952923522	0.946715676854917	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_CLEC7A_DECTIN_1_SIGNALING	0.164406779661017	0.580884916366873	-0.284398369630105	-1.21665412095406	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	0.40139211136891	0.784375	0.264487740916435	1.03703491754512	Reactome	GXL_C1_Liver_male	GXL	C1	Liver	male
